date_received,complaint_id,rand_client,phonefinal,vru_line,call_id,priority,type,outcome,server,ser_start,ser_exit,ser_time,year,month,day,weekday,service_seconds,start_hour,service_outlier,agent_handled
2017-03-08,CR2378338,4528.0,4631911159,AA0215,34562.0,0.0,PS,Agent,MIKI,1900-01-01 16:59:32,1900-01-01 17:06:41,0 days 00:07:09,2017,3,8,Wednesday,429.0,16,False,1
2017-03-08,CR2378433,1632.0,8476069704,AA0202,34563.0,0.0,PS,Agent,YIFAT,1900-01-01 16:46:17,1900-01-01 16:55:11,0 days 00:08:54,2017,3,8,Wednesday,534.0,16,False,1
2017-03-08,CR2378816,3074.0,2127412757,AA0101,34564.0,0.0,NW,Agent,STEREN,1900-01-01 09:33:16,1900-01-01 09:38:21,0 days 00:05:05,2017,3,8,Wednesday,305.0,9,False,1
2017-03-08,CR2376941,2354.0,2120225279,AA0213,34565.0,0.0,PS,Agent,GILI,1900-01-01 13:13:22,1900-01-01 13:29:31,0 days 00:16:09,2017,3,8,Wednesday,969.0,13,False,1
2017-03-07,CR2374521,2508.0,9092383879,AA0106,34566.0,0.0,PS,Agent,MIKI,1900-01-01 13:00:28,1900-01-01 13:11:03,0 days 00:10:35,2017,3,7,Tuesday,635.0,13,False,1
2017-03-07,CR2375008,4113.0,9147511865,AA0204,34567.0,0.0,NW,Agent,MICHAL,1900-01-01 10:41:15,1900-01-01 11:01:00,0 days 00:19:45,2017,3,7,Tuesday,1185.0,10,False,1
2017-03-06,CR2372694,4906.0,3864381635,AA0104,34568.0,0.0,PS,Agent,AVIDAN,1900-01-01 11:31:53,1900-01-01 11:51:46,0 days 00:19:53,2017,3,6,Monday,1193.0,11,False,1
2017-03-06,CR2373271,6366.0,8177707405,AA0103,34569.0,0.0,PS,Agent,AVIDAN,1900-01-01 12:51:02,1900-01-01 12:58:13,0 days 00:07:11,2017,3,6,Monday,431.0,12,False,1
2017-03-06,CR2373496,4015.0,6175922307,AA0109,34570.0,0.0,PS,Agent,ZOHARI,1900-01-01 13:37:53,1900-01-01 13:37:53,0 days 00:00:00,2017,3,6,Monday,0.0,13,False,1
2017-03-06,CR2374246,11804.0,8931077760,AA0103,34571.0,2.0,PS,Agent,SHLOMO,1900-01-01 16:42:54,1900-01-01 17:02:48,0 days 00:19:54,2017,3,6,Monday,1194.0,16,False,1
2017-03-03,CR2371358,4193.0,1018247809,AA0115,34572.0,2.0,PS,Agent,YIFAT,1900-01-01 11:44:45,1900-01-01 11:54:42,0 days 00:09:57,2017,3,3,Friday,597.0,11,False,1
2017-03-03,CR2370069,13657.0,6170047243,AA0110,34573.0,0.0,NW,Agent,NO_SERVER,1900-01-01 12:10:00,1900-01-01 12:23:52,0 days 00:13:52,2017,3,3,Friday,832.0,12,False,1
2017-03-01,CR2367546,1592.0,6174526384,AA0109,34578.0,1.0,PS,Agent,DORIT,1900-01-01 15:06:36,1900-01-01 15:08:37,0 days 00:02:01,2017,3,1,Wednesday,121.0,15,False,1
2017-02-28,CR2364438,1950.0,6787315913,AA0105,34580.0,0.0,NW,Agent,AVNI,1900-01-01 14:28:04,1900-01-01 14:28:41,0 days 00:00:37,2017,2,28,Tuesday,37.0,14,False,1
2017-02-28,CR2365383,4474.0,8657519494,AA0204,34581.0,2.0,PS,Agent,MIKI,1900-01-01 14:24:06,1900-01-01 14:41:59,0 days 00:17:53,2017,2,28,Tuesday,1073.0,14,False,1
2017-02-27,CR2363462,2806.0,5087913193,AA0201,34584.0,2.0,PS,Agent,AVNI,1900-01-01 09:10:42,1900-01-01 09:31:01,0 days 00:20:19,2017,2,27,Monday,1219.0,9,False,1
2017-02-27,CR2362129,11267.0,6178531807,AA0113,34585.0,1.0,PS,Agent,SHARON,1900-01-01 14:47:03,1900-01-01 14:52:48,0 days 00:05:45,2017,2,27,Monday,345.0,14,False,1
2017-02-24,CR2360714,76.0,2935457588,AA0104,34586.0,0.0,NW,Agent,IDIT,1900-01-01 11:49:21,1900-01-01 11:55:21,0 days 00:06:00,2017,2,24,Friday,360.0,11,False,1
2017-02-23,CR2357722,4541.0,4017786265,AA0115,34587.0,1.0,NW,Agent,SHLOMO,1900-01-01 10:35:26,1900-01-01 10:49:20,0 days 00:13:54,2017,2,23,Thursday,834.0,10,False,1
2017-02-23,CR2358198,3463.0,2126168813,AA0106,34588.0,2.0,PS,Agent,SHARON,1900-01-01 14:58:09,1900-01-01 15:14:29,0 days 00:16:20,2017,2,23,Thursday,980.0,14,False,1
2017-02-22,CR2355167,1029.0,2123332794,AA0215,34589.0,0.0,PS,Agent,BENSION,1900-01-01 13:26:16,1900-01-01 13:39:18,0 days 00:13:02,2017,2,22,Wednesday,782.0,13,False,1
2017-02-22,CR2356522,2597.0,3480238834,AA0214,34590.0,0.0,PS,Agent,KAZAV,1900-01-01 12:24:46,1900-01-01 12:43:11,0 days 00:18:25,2017,2,22,Wednesday,1105.0,12,False,1
2017-02-22,CR2355552,7723.0,5085616860,AA0214,34591.0,1.0,PS,Agent,AVNI,1900-01-01 13:36:02,1900-01-01 13:47:54,0 days 00:11:52,2017,2,22,Wednesday,712.0,13,False,1
2017-02-22,CR2356350,7127.0,4562562055,AA0210,34592.0,0.0,PS,Agent,TOVA,1900-01-01 16:24:35,1900-01-01 16:35:57,0 days 00:11:22,2017,2,22,Wednesday,682.0,16,False,1
2017-02-21,CR2354272,446.0,5058397581,AA0109,34595.0,0.0,NW,Agent,MICHAL,1900-01-01 16:40:59,1900-01-01 16:46:23,0 days 00:05:24,2017,2,21,Tuesday,324.0,16,False,1
2017-02-21,CR2354077,1753.0,7812925899,AA0201,34596.0,0.0,NW,Agent,MORIAH,1900-01-01 11:46:04,1900-01-01 11:59:02,0 days 00:12:58,2017,2,21,Tuesday,778.0,11,False,1
2017-02-21,CR2353608,2480.0,1617765723,AA0203,34597.0,0.0,PS,Agent,TOVA,1900-01-01 09:38:24,1900-01-01 09:42:07,0 days 00:03:43,2017,2,21,Tuesday,223.0,9,False,1
2017-02-17,CR2349304,2902.0,1503868887,AA0204,34598.0,2.0,PS,Agent,STEREN,1900-01-01 14:31:11,1900-01-01 14:51:46,0 days 00:20:35,2017,2,17,Friday,1235.0,14,False,1
2017-02-16,CR2347795,1122.0,2986501719,AA0105,34599.0,1.0,PS,Agent,GELBER,1900-01-01 13:18:47,1900-01-01 13:29:04,0 days 00:10:17,2017,2,16,Thursday,617.0,13,False,1
2017-02-15,CR2346999,1890.0,2420668207,AA0115,34602.0,2.0,PS,Agent,TOVA,1900-01-01 16:54:11,1900-01-01 16:59:12,0 days 00:05:01,2017,2,15,Wednesday,301.0,16,False,1
2017-02-14,CR2344160,10828.0,2123763611,AA0102,34603.0,0.0,PS,Agent,YIFAT,1900-01-01 11:36:54,1900-01-01 11:38:06,0 days 00:01:12,2017,2,14,Tuesday,72.0,11,False,1
2017-02-14,CR2343097,515.0,9183143728,AA0102,34604.0,0.0,NE,Agent,KAZAV,1900-01-01 13:19:04,1900-01-01 13:23:18,0 days 00:04:14,2017,2,14,Tuesday,254.0,13,False,1
2017-02-13,CR2340997,3047.0,6637755494,AA0201,34607.0,2.0,PS,Agent,ANAT,1900-01-01 14:27:40,1900-01-01 14:42:56,0 days 00:15:16,2017,2,13,Monday,916.0,14,False,1
2017-02-13,CR2341553,2578.0,9142977141,AA0214,34608.0,0.0,NW,Agent,TOVA,1900-01-01 13:21:37,1900-01-01 13:22:55,0 days 00:01:18,2017,2,13,Monday,78.0,13,False,1
2017-02-10,CR2339177,2693.0,5702937736,AA0109,34610.0,0.0,PS,Agent,NO_SERVER,1900-01-01 09:16:26,1900-01-01 09:19:33,0 days 00:03:07,2017,2,10,Friday,187.0,9,False,1
2017-02-09,CR2336561,9846.0,3614473343,AA0203,34611.0,0.0,NW,Agent,TOVA,1900-01-01 15:43:18,1900-01-01 15:47:13,0 days 00:03:55,2017,2,9,Thursday,235.0,15,False,1
2017-02-09,CR2336515,4735.0,7997096386,AA0201,34612.0,1.0,PS,Agent,TOVA,1900-01-01 13:30:05,1900-01-01 13:35:43,0 days 00:05:38,2017,2,9,Thursday,338.0,13,False,1
2017-02-07,CR2332670,10070.0,6179870617,AA0214,34614.0,0.0,PS,Agent,TOVA,1900-01-01 13:05:10,1900-01-01 13:07:11,0 days 00:02:01,2017,2,7,Tuesday,121.0,13,False,1
2017-02-06,CR2330453,3907.0,1974307586,AA0213,34615.0,0.0,NE,Agent,GILI,1900-01-01 10:43:17,1900-01-01 10:46:42,0 days 00:03:25,2017,2,6,Monday,205.0,10,False,1
2017-02-06,CR2330518,1408.0,2387659083,AA0202,34616.0,0.0,PS,Agent,KAZAV,1900-01-01 13:44:38,1900-01-01 13:59:06,0 days 00:14:28,2017,2,6,Monday,868.0,13,False,1
2017-02-02,CR2324151,1013.0,8943364117,AA0214,34618.0,1.0,PS,Agent,STEREN,1900-01-01 14:33:01,1900-01-01 14:45:25,0 days 00:12:24,2017,2,2,Thursday,744.0,14,False,1
2017-02-02,CR2321678,3791.0,3563491063,AA0209,34619.0,2.0,PS,Agent,MORIAH,1900-01-01 14:03:58,1900-01-01 14:08:05,0 days 00:04:07,2017,2,2,Thursday,247.0,14,False,1
2017-02-02,CR2325187,1628.0,5049686745,AA0113,34620.0,0.0,NE,Agent,ELI,1900-01-01 14:11:18,1900-01-01 14:29:46,0 days 00:18:28,2017,2,2,Thursday,1108.0,14,False,1
2017-01-30,CR2317826,1248.0,9400079030,AA0213,34622.0,0.0,PS,Agent,BASCH,1900-01-01 11:55:01,1900-01-01 12:05:28,0 days 00:10:27,2017,1,30,Monday,627.0,11,False,1
2017-01-30,CR2317569,3475.0,9244561095,AA0107,34623.0,2.0,TT,Agent,NO_SERVER,1900-01-01 10:20:37,1900-01-01 10:36:00,0 days 00:15:23,2017,1,30,Monday,923.0,10,False,1
2017-01-30,CR2317933,2151.0,5081745751,AA0206,34624.0,2.0,PS,Agent,ANAT,1900-01-01 11:32:41,1900-01-01 11:42:47,0 days 00:10:06,2017,1,30,Monday,606.0,11,False,1
2017-01-27,CR2314643,1797.0,3123492628,AA0101,34626.0,0.0,PS,Agent,DORIT,1900-01-01 13:07:44,1900-01-01 13:20:57,0 days 00:13:13,2017,1,27,Friday,793.0,13,False,1
2017-01-27,CR2314736,2226.0,3120800390,AA0105,34628.0,0.0,PS,Agent,SHARON,1900-01-01 11:00:40,1900-01-01 11:05:56,0 days 00:05:16,2017,1,27,Friday,316.0,11,False,1
2017-01-27,CR2315474,3875.0,2129948696,AA0209,34629.0,2.0,PS,Agent,YITZ,1900-01-01 10:48:38,1900-01-01 10:48:45,0 days 00:00:07,2017,1,27,Friday,7.0,10,False,1
2017-01-25,CR2310722,3657.0,2486347803,AA0205,34630.0,2.0,PS,Agent,MIKI,1900-01-01 14:28:10,1900-01-01 14:47:31,0 days 00:19:21,2017,1,25,Wednesday,1161.0,14,False,1
2017-01-25,CR2311288,11147.0,2650126222,AA0110,34631.0,2.0,PS,Agent,MIKI,1900-01-01 13:58:17,1900-01-01 13:59:01,0 days 00:00:44,2017,1,25,Wednesday,44.0,13,False,1
2017-01-25,CR2310354,232.0,8544446236,AA0109,34632.0,2.0,PS,Agent,SHARON,1900-01-01 14:06:28,1900-01-01 14:20:38,0 days 00:14:10,2017,1,25,Wednesday,850.0,14,False,1
2017-01-24,CR2308539,2503.0,2817542076,AA0104,34633.0,2.0,PS,Agent,MORIAH,1900-01-01 11:57:51,1900-01-01 12:16:03,0 days 00:18:12,2017,1,24,Tuesday,1092.0,11,False,1
2017-01-24,CR2305383,146.0,9176782836,AA0103,34634.0,2.0,PS,Agent,AVNI,1900-01-01 11:24:26,1900-01-01 11:30:51,0 days 00:06:25,2017,1,24,Tuesday,385.0,11,False,1
2017-01-23,CR2305857,110.0,6340130057,AA0102,34635.0,2.0,PS,Agent,DARMON,1900-01-01 10:17:50,1900-01-01 10:25:12,0 days 00:07:22,2017,1,23,Monday,442.0,10,False,1
2017-01-20,CR2301475,2268.0,9100180049,AA0214,34636.0,2.0,PS,Agent,MIKI,1900-01-01 12:14:56,1900-01-01 12:17:58,0 days 00:03:02,2017,1,20,Friday,182.0,12,False,1
2017-01-20,CR2301210,4258.0,5472261341,AA0206,34637.0,1.0,PS,Agent,ANAT,1900-01-01 15:05:55,1900-01-01 15:25:31,0 days 00:19:36,2017,1,20,Friday,1176.0,15,False,1
2017-01-20,CR2301127,8489.0,5857876851,AA0203,34639.0,0.0,PS,Agent,TOVA,1900-01-01 16:29:32,1900-01-01 16:43:15,0 days 00:13:43,2017,1,20,Friday,823.0,16,False,1
2017-01-19,CR2298291,3258.0,7111703148,AA0103,34640.0,2.0,PS,Agent,SHARON,1900-01-01 12:38:21,1900-01-01 12:39:12,0 days 00:00:51,2017,1,19,Thursday,51.0,12,False,1
2017-01-18,CR2294240,917.0,8576256519,AA0206,34642.0,0.0,PS,Agent,DARMON,1900-01-01 15:16:07,1900-01-01 15:36:24,0 days 00:20:17,2017,1,18,Wednesday,1217.0,15,False,1
2017-01-18,CR2292024,3067.0,5087282172,AA0204,34643.0,1.0,PS,Agent,YITZ,1900-01-01 13:20:50,1900-01-01 13:26:26,0 days 00:05:36,2017,1,18,Wednesday,336.0,13,False,1
2017-01-18,CR2293938,3467.0,2129854873,AA0215,34644.0,0.0,PS,Agent,MORIAH,1900-01-01 15:42:19,1900-01-01 15:51:52,0 days 00:09:33,2017,1,18,Wednesday,573.0,15,False,1
2017-01-13,CR2288912,3348.0,3461927574,AA0213,34646.0,0.0,NW,Agent,YIFAT,1900-01-01 09:56:22,1900-01-01 10:12:22,0 days 00:16:00,2017,1,13,Friday,960.0,9,False,1
2017-01-13,CR2289056,2981.0,9449440200,AA0103,34647.0,0.0,PS,Agent,MORIAH,1900-01-01 14:16:51,1900-01-01 14:36:07,0 days 00:19:16,2017,1,13,Friday,1156.0,14,False,1
2017-01-11,CR2285660,2906.0,4611858491,AA0206,34648.0,0.0,PS,Agent,AVIDAN,1900-01-01 12:24:56,1900-01-01 12:38:37,0 days 00:13:41,2017,1,11,Wednesday,821.0,12,False,1
2017-01-10,CR2283299,287.0,7161794777,AA0109,34649.0,0.0,NW,Agent,TOVA,1900-01-01 15:42:47,1900-01-01 15:49:43,0 days 00:06:56,2017,1,10,Tuesday,416.0,15,False,1
2017-01-10,CR2283645,1394.0,6747816659,AA0205,34650.0,0.0,NW,Agent,YITZ,1900-01-01 13:33:46,1900-01-01 13:50:25,0 days 00:16:39,2017,1,10,Tuesday,999.0,13,False,1
2017-01-10,CR2282295,2786.0,6710853435,AA0111,34651.0,0.0,TT,Agent,BASCH,1900-01-01 11:19:59,1900-01-01 11:40:31,0 days 00:20:32,2017,1,10,Tuesday,1232.0,11,False,1
2017-01-09,CR2281138,1199.0,6441604985,AA0215,34652.0,0.0,NW,Agent,MIKI,1900-01-01 15:37:19,1900-01-01 15:51:58,0 days 00:14:39,2017,1,9,Monday,879.0,15,False,1
2017-01-06,CR2275944,3782.0,2125224265,AA0106,34653.0,0.0,PS,Agent,BENSION,1900-01-01 09:21:43,1900-01-01 09:38:30,0 days 00:16:47,2017,1,6,Friday,1007.0,9,False,1
2017-01-06,CR2279164,3909.0,4592629261,AA0115,34654.0,0.0,PS,Agent,GILI,1900-01-01 10:38:36,1900-01-01 10:42:02,0 days 00:03:26,2017,1,6,Friday,206.0,10,False,1
2017-01-06,CR2279262,4514.0,6172860356,AA0108,34655.0,0.0,TT,Agent,STEREN,1900-01-01 16:08:32,1900-01-01 16:18:02,0 days 00:09:30,2017,1,6,Friday,570.0,16,False,1
2017-01-03,CR2273074,1529.0,1849465589,AA0204,34656.0,0.0,PS,Agent,AVNI,1900-01-01 13:12:58,1900-01-01 13:13:46,0 days 00:00:48,2017,1,3,Tuesday,48.0,13,False,1
2017-01-03,CR2272555,4275.0,4114160778,AA0209,34657.0,0.0,PS,Agent,SHARON,1900-01-01 14:40:57,1900-01-01 14:49:22,0 days 00:08:25,2017,1,3,Tuesday,505.0,14,False,1
2017-01-03,CR2272801,2430.0,9969649510,AA0215,34658.0,0.0,NW,Agent,STEREN,1900-01-01 16:54:36,1900-01-01 17:08:11,0 days 00:13:35,2017,1,3,Tuesday,815.0,16,False,1
2016-12-28,CR2267388,1121.0,6179272995,AA0110,34659.0,0.0,PS,Agent,YIFAT,1900-01-01 11:34:46,1900-01-01 11:42:41,0 days 00:07:55,2016,12,28,Wednesday,475.0,11,False,1
2016-12-27,CR2264142,1434.0,9467321068,AA0101,34662.0,0.0,PS,Agent,YIFAT,1900-01-01 13:16:58,1900-01-01 13:27:12,0 days 00:10:14,2016,12,27,Tuesday,614.0,13,False,1
2016-12-27,CR2264909,5325.0,7550559989,AA0110,34663.0,2.0,NE,Agent,IDIT,1900-01-01 16:41:25,1900-01-01 16:52:04,0 days 00:10:39,2016,12,27,Tuesday,639.0,16,False,1
2016-12-23,CR2262905,1932.0,7861398177,AA0104,34664.0,0.0,PS,Agent,AVNI,1900-01-01 10:21:20,1900-01-01 10:25:57,0 days 00:04:37,2016,12,23,Friday,277.0,10,False,1
2016-12-22,CR2261790,2559.0,6920766357,AA0113,34666.0,0.0,PS,Agent,ANAT,1900-01-01 13:50:18,1900-01-01 13:57:30,0 days 00:07:12,2016,12,22,Thursday,432.0,13,False,1
2016-12-22,CR2261590,3020.0,2731139563,AA0110,34667.0,0.0,PS,Agent,TOVA,1900-01-01 16:06:04,1900-01-01 16:25:11,0 days 00:19:07,2016,12,22,Thursday,1147.0,16,False,1
2016-12-21,CR2259304,3699.0,2129277940,AA0102,34668.0,0.0,NW,Agent,STEREN,1900-01-01 13:42:47,1900-01-01 13:58:52,0 days 00:16:05,2016,12,21,Wednesday,965.0,13,False,1
2016-12-20,CR2258167,1345.0,2175939351,AA0213,34669.0,0.0,PS,Agent,GILI,1900-01-01 10:45:47,1900-01-01 10:48:13,0 days 00:02:26,2016,12,20,Tuesday,146.0,10,False,1
2016-12-20,CR2257145,4390.0,4744156034,AA0204,34670.0,0.0,NE,Agent,ELI,1900-01-01 10:09:26,1900-01-01 10:29:48,0 days 00:20:22,2016,12,20,Tuesday,1222.0,10,False,1
2016-12-20,CR2257781,1899.0,6173954007,AA0209,34671.0,0.0,NE,Agent,SHARON,1900-01-01 14:07:49,1900-01-01 14:26:20,0 days 00:18:31,2016,12,20,Tuesday,1111.0,14,False,1
2016-12-19,CR2255768,1033.0,2123101819,AA0202,34672.0,0.0,PS,Agent,SHARON,1900-01-01 15:00:43,1900-01-01 15:10:03,0 days 00:09:20,2016,12,19,Monday,560.0,15,False,1
2016-12-19,CR2254796,893.0,5960896158,AA0109,34673.0,2.0,PS,Agent,YIFAT,1900-01-01 14:11:45,1900-01-01 14:25:32,0 days 00:13:47,2016,12,19,Monday,827.0,14,False,1
2016-12-19,CR2256790,13262.0,5854676271,AA0110,34674.0,0.0,NE,Agent,TOVA,1900-01-01 10:42:23,1900-01-01 11:00:43,0 days 00:18:20,2016,12,19,Monday,1100.0,10,False,1
2016-12-14,CR2250030,3698.0,8338930290,AA0214,34676.0,1.0,PS,Agent,TOVA,1900-01-01 09:16:17,1900-01-01 09:33:10,0 days 00:16:53,2016,12,14,Wednesday,1013.0,9,False,1
2016-12-13,CR2248095,1479.0,2129154941,AA0104,34677.0,0.0,PS,Agent,YIFAT,1900-01-01 12:15:48,1900-01-01 12:23:37,0 days 00:07:49,2016,12,13,Tuesday,469.0,12,False,1
2016-12-13,CR2247509,3042.0,2652047503,AA0202,34678.0,2.0,PS,Agent,AVNI,1900-01-01 16:26:56,1900-01-01 16:29:51,0 days 00:02:55,2016,12,13,Tuesday,175.0,16,False,1
2016-12-13,CR2247534,1978.0,2407987810,AA0105,34679.0,0.0,NE,Agent,ELI,1900-01-01 11:25:22,1900-01-01 11:38:25,0 days 00:13:03,2016,12,13,Tuesday,783.0,11,False,1
2016-12-12,CR2245250,5164.0,6178507472,AA0103,34681.0,0.0,PS,Agent,BASCH,1900-01-01 15:42:10,1900-01-01 15:42:48,0 days 00:00:38,2016,12,12,Monday,38.0,15,False,1
2016-12-09,CR2243250,3816.0,2123662572,AA0205,34682.0,0.0,PS,Agent,SHLOMO,1900-01-01 10:07:11,1900-01-01 10:08:10,0 days 00:00:59,2016,12,9,Friday,59.0,10,False,1
2016-12-08,CR2241678,1747.0,4086292951,AA0203,34683.0,0.0,PS,Agent,IDIT,1900-01-01 16:42:52,1900-01-01 16:57:41,0 days 00:14:49,2016,12,8,Thursday,889.0,16,False,1
2016-12-08,CR2242281,348.0,8015285337,AA0209,34684.0,1.0,PS,Agent,SHARON,1900-01-01 16:55:22,1900-01-01 17:14:39,0 days 00:19:17,2016,12,8,Thursday,1157.0,16,False,1
2016-12-07,CR2239689,4476.0,7706088468,AA0209,34685.0,1.0,PS,Agent,BENSION,1900-01-01 12:50:20,1900-01-01 13:11:13,0 days 00:20:53,2016,12,7,Wednesday,1253.0,12,False,1
2016-12-05,CR2236100,699.0,6472016786,AA0102,34688.0,2.0,PS,Agent,IDIT,1900-01-01 10:03:04,1900-01-01 10:04:23,0 days 00:01:19,2016,12,5,Monday,79.0,10,False,1
2016-12-05,CR2235210,5012.0,8938990740,AA0110,34689.0,0.0,PS,Agent,DORIT,1900-01-01 09:59:29,1900-01-01 10:08:28,0 days 00:08:59,2016,12,5,Monday,539.0,9,False,1
2016-12-02,CR2232723,2818.0,6096473562,AA0102,34690.0,0.0,NW,Agent,DORIT,1900-01-01 12:42:14,1900-01-01 12:57:16,0 days 00:15:02,2016,12,2,Friday,902.0,12,False,1
2016-12-02,CR2233894,4482.0,6176796635,AA0203,34692.0,2.0,PS,Agent,MORIAH,1900-01-01 12:46:17,1900-01-01 13:03:57,0 days 00:17:40,2016,12,2,Friday,1060.0,12,False,1
2016-11-30,CR2230432,2116.0,9142352659,AA0209,34693.0,1.0,PS,Agent,YITZ,1900-01-01 14:24:28,1900-01-01 14:37:34,0 days 00:13:06,2016,11,30,Wednesday,786.0,14,False,1
2016-11-30,CR2230013,653.0,2123178765,AA0105,34694.0,0.0,PS,Agent,MIKI,1900-01-01 16:24:51,1900-01-01 16:32:48,0 days 00:07:57,2016,11,30,Wednesday,477.0,16,False,1
2016-11-28,CR2226376,4808.0,1616156933,AA0102,34695.0,0.0,PS,Agent,YIFAT,1900-01-01 15:55:03,1900-01-01 16:03:04,0 days 00:08:01,2016,11,28,Monday,481.0,15,False,1
2016-11-25,CR2223343,3305.0,5322405250,AA0206,34696.0,2.0,PS,Agent,ANAT,1900-01-01 11:02:04,1900-01-01 11:09:24,0 days 00:07:20,2016,11,25,Friday,440.0,11,False,1
2016-11-25,CR2223164,3304.0,1765889105,AA0112,34697.0,0.0,TT,Agent,BASCH,1900-01-01 13:17:02,1900-01-01 13:32:26,0 days 00:15:24,2016,11,25,Friday,924.0,13,False,1
